id,naslov,zbirka,id_avtorja,avtor,ocena,stevilo_ocen,leto,glasovi 
574055,Kerry,,28671,Grace Livingston Hill,4.06,345,1931,644
830410,The Perfect Wagnerite: A Commentary on The Niblung's Ring,,5217,George Bernard Shaw,3.75,222,1931,534
1305396,The Land of Hidden Men,,10885,Edgar Rice Burroughs,3.79,296,1931,624
733570,Desert Encounter,,389314,Knud Holmboe,4.4,208,1931,836
121356,Raiders of Spanish Peaks,,18134,Zane Grey,3.98,324,1931,573
921000,Pirates in Oz (Book 25),,33936,Ruth Plumly Thompson,3.79,109,1931,392
398179,The Pocket Book of Ogden Nash,,41339,Ogden Nash,4.26,252,1931,446
237903,ViVa,,10547,E.E. Cummings,4.17,225,1931,399
208670,The Witch and Other Stories,,5031025,Anton Chekhov,4.0,370,1931,1065
6304888,Unclay,,2864228,T.F. Powys,3.99,134,1931,628
31838193,The Crime at the Noah’s Ark,,15682347,Molly Thynne,3.82,266,1931,641
2920877,The Trail of Blood,,2333056,J.M. Carroll,3.64,239,1931,604
1241269,The Owl in the Attic and Other Perplexities,,16839,James Thurber,3.9,176,1931,386
536799,Lo!,,160301,Charles Fort,3.91,137,1931,484
478451,Alberta and Freedom,,123374,Cora Sandel,3.99,240,1931,576
2865982,Choice Stories for Children,,3881306,Ernest Lloyd,3.84,73,1931,396
624226,The Carreta,,32530,B. Traven,4.17,205,1931,422
43814777,The Night of Fear,,4199123,Moray Dalton,3.97,128,1931,367
574289,Fatal Interview: Sonnets,,33998,Edna St. Vincent Millay,4.51,138,1931,357
89121,The American Black Chamber,,51165,Herbert O. Yardley,4.08,90,1931,430
328598,Their Fathers' God,,563720,O.E. Rølvaag,4.02,152,1931,378
994292,Snow Crystals,,4535807,Wilson A. Bentley,4.51,152,1931,360
20228412,A New Leaf,,3190,F. Scott Fitzgerald,3.64,109,1931,357
1499880,Boy,,387976,James Hanley,3.61,158,1931,412
2269088,Alias the Saint,,36260,Leslie Charteris,3.72,282,1931,566
6251034,Scaramouche The King Maker,Scaramouche,82608,Rafael Sabatini,3.93,116,1931,377
11344494,Poker!,,15151,Zora Neale Hurston,3.63,101,1931,342
8380609,Man in the Modern Age,,14706,Karl Jaspers,3.95,61,1931,403
5083650,Prices and Production and Other Works,,670307,Friedrich A. Hayek,4.16,64,1931,402
1318050,Japan: A Short Cultural History,,14264536,George Bailey Sansom,3.91,88,1931,410
447714,Finch's Fortune,Whiteoaks of Jalna,69501,Mazo de la Roche,3.98,253,1931,422
930184,Castle Skull,Henri Bencolin,5622,John Dickson Carr,3.69,265,1931,560
4669,The St. Paul Stories of F. Scott Fitzgerald,,3190,F. Scott Fitzgerald,4.03,105,1931,304
296449,Turnabout,,171139,Thorne Smith,4.05,154,1931,361
41219815,En las montañas de la locura: y otros relatos,,9494,H.P. Lovecraft,3.91,128,1931,299
3298112,Death and Taxes,,24956,Dorothy Parker,4.07,148,1931,298
492035,Three Houses,,142160,Angela Thirkell,3.64,157,1931,383
1598771,The Autobiography of Lincoln Steffens,,642476,Lincoln Steffens,4.25,48,1931,310
39908475,My Experiences in the World War,,221069,John J. Pershing,4.17,96,1931,551
718651,Yoshe Kalb,,9759887,Israel J. Singer,3.9,221,1931,504
2033251,The Anarchist,,15386,Hermann Broch,4.08,173,1931,533
2491370,The Gods of Bal-Sagoth,,66700,Robert E. Howard,3.9,191,1931,368
931842,The Chinaberry Tree,,133409,Jessie Redmon Fauset,3.81,85,1931,325
711659,Raggedy Ann in Cookie Land,,13013,Johnny Gruelle,4.25,138,1931,275
508660,Birth of Our Power,,45383,Victor Serge,4.1,96,1931,334
284412,The Game of Chess,,165154,Siegbert Tarrasch,4.1,63,1931,368
1567475,The Long Christmas Dinner and Other Plays in One Act,,44061,Thornton Wilder,3.92,135,1931,311
864439,The Children Of Mu,,16605,James Churchward,3.68,125,1931,387
5129,Brave New World,,3487,Aldous Huxley,3.99,1445586,1932,2332833
8337,Little House in the Big Woods,Little House,5300,Laura Ingalls Wilder,4.18,233926,1932,342698
10979,Light in August,,3535,William Faulkner,3.93,56086,1932,118140
12395,Journey to the End of the Night,,7869,Louis-Ferdinand Céline,4.22,32013,1932,97707
92780,Cold Comfort Farm,,53259,Stella Gibbons,3.91,41753,1932,83320
16424,Peril at End House,Hercule Poirot,123715,Agatha Christie,3.95,40776,1932,72555
31309,The Thirteen Problems,Miss Marple,123715,Agatha Christie,3.9,22402,1932,41575
278237,Parker Pyne Investigates,,123715,Agatha Christie,3.77,15111,1932,30616
59091,Tobacco Road,,17326,Erskine Caldwell,3.73,13645,1932,24510
8151,Laughter in the Dark,,5152,Vladimir Nabokov,3.98,12923,1932,27799
844051,Mutiny on the Bounty,,6527479,Charles Bernard Nordhoff,3.99,13928,1932,21887
32978,The Clue in the Diary,Nancy Drew Mystery Stories,6001,Carolyn Keene,3.96,13006,1932,22238
77903,Bodas de sangre,,44150,Federico García Lorca,3.86,14359,1932,23011
311308,Devil's Cub,Alastair-Audley,18067,Georgette Heyer,4.21,13442,1932,21136
790192,Tintin in America,Tintin,2802356,Hergé,3.75,13715,1932,19683
13519,The Journey to the East,,1113469,Hermann Hesse,3.7,11234,1932,21264
150104,Save Me the Waltz,,28243,Zelda Fitzgerald,3.57,3060,1932,17386
32977,Nancy's Mysterious Letter,Nancy Drew Mystery Stories,6001,Carolyn Keene,3.86,10056,1932,17823
4648,Death in the Afternoon,,1455,Ernest Hemingway,3.7,7627,1932,17497
54258,The Radetzky March,,30681,Joseph Roth,4.09,7621,1932,20568
186369,The Pastures of Heaven,,585,John Steinbeck,4.06,6830,1932,14835
313619,Hudson Taylor's Spiritual Secret,,15733149,F. Howard Taylor,4.34,6603,1932,12505
1195367,Young Fu of the Upper Yangtze,,132332,Elizabeth Foreman Lewis,3.76,4235,1932,10010
541931,Conan (Book 1),,66700,Robert E. Howard,4.06,6275,1932,9686
2155,Jane Austen's Letters,,1265,Jane Austen,4.16,2486,1932,9145
169810,Young Lonigan,,6165,James T. Farrell,3.47,1107,1932,8481
311123,Footsteps in the Dark,,18067,Georgette Heyer,3.72,5389,1932,10183
1203812,Sunset Song,A Scots Quair,53665,Lewis Grassic Gibbon,3.94,3435,1932,9917
59146,Marie Antoinette: The Portrait of an Average Woman,,25573,Stefan Zweig,4.3,4504,1932,12087
238367,The Sleepwalkers,,15386,Hermann Broch,4.07,1226,1932,8263
66608,سه قطره خون,,13607545,Sadegh Hedayat,3.81,5755,1932,9573
76984,While the Clock Ticked,The Hardy Boys,1879,Franklin W. Dixon,3.93,4305,1932,7065
7104,1919,U.S.A.,4778,John Dos Passos,3.99,2541,1932,7309
117079,Young Pioneers,,5456,Rose Wilder Lane,3.96,3338,1932,6286
127876,Lincoln the Unknown,,3317,Dale Carnegie,4.23,1665,1932,5639
188226,The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,,7084,Karl Marx,4.07,3401,1932,9654
13368,James Joyce's Ulysses: A Study,,5744,Stuart Gilbert,4.18,2183,1932,5087
30934,Black Mischief,,11315,Evelyn Waugh,3.74,2939,1932,5829
466354,"Little Man, What Now?",,227026,Hans Fallada,3.99,3845,1932,8659
3693,Orient Express,,2533,Graham Greene,3.45,4298,1932,9827
55235,Moral Man and Immoral Society: Study in Ethics and Politics,,31146,Reinhold Niebuhr,4.1,1001,1932,5477
8250,The Little House Collection,Little House,5300,Laura Ingalls Wilder,4.54,3738,1932,5379
670572,When Worlds Collide,When Worlds Collide,124055,Philip Wylie,3.91,2058,1932,4867
89848,The Pure and the Impure,,51575,Colette,3.7,1552,1932,5209
105399,Vipers' Tangle,,61023,François Mauriac,4.06,2295,1932,6600
37906597,Have His Carcase,Lord Peter Wimsey,8734,Dorothy L. Sayers,4.12,14098,1932,20481
1553589,Inside the Whale and Other Essays,,3706,George Orwell,4.06,1098,1932,4316
930199,Hag's Nook,Dr. Gideon Fell,5622,John Dickson Carr,3.69,954,1932,3571
40776308,Sons,House of Earth,704,Pearl S. Buck,3.84,5006,1932,12611
274607,The Store,,761995,T.S. Stribling,3.73,608,1932,3411
1477344,Invitation to the Waltz,,45697,Rosamond Lehmann,3.87,1131,1932,3718
876861,Lectures on Calvinism,,385896,Abraham Kuyper,4.06,1617,1932,3633
774829,The Return of Philip Latinowicz,,62421,Miroslav Krleža,3.51,2328,1932,4218
80275,The Infernal Machine and Other Plays,,23993,Jean Cocteau,3.91,1736,1932,3648
227696,Peter Duck: A Treasure Hunt in the Caribbees,Swallows and Amazons,72120,Arthur Ransome,4.02,1854,1932,3104
115673,The Wanderer,,6466154,Kahlil Gibran,3.73,2404,1932,5020
246617,The Dream Keeper and Other Poems,,36910,Langston Hughes,4.34,1127,1932,2782
277578,The Reformed Doctrine of Predestination,,161731,Loraine Boettner,4.16,1417,1932,2779
370756,The Artificial Silk Girl,,176408,Irmgard Keun,3.7,1812,1932,4378
330122,Tarzan and the City of Gold,Tarzan,10885,Edgar Rice Burroughs,3.72,1266,1932,2443
1287594,Cheerful Weather for the Wedding,,618796,Julia Strachey,3.37,1319,1932,2933
795486,Swift Rivers,,83099,Cornelia Meigs,3.76,1037,1932,2139
18023,Hot Water,,7963,P.G. Wodehouse,4.13,1543,1932,2650
1184142,The Doctrine of Fascism,,221166,Benito Mussolini,3.2,618,1932,2279
959613,A Glastonbury Romance,,21508,John Cowper Powys,4.19,336,1932,2057
27292,The Roman Way,,13263,Edith Hamilton,3.84,632,1932,2023
326510,Karmabhumi,,5989103,Munshi Premchand,4.19,1056,1932,2742
195988,To the North,,52578,Elizabeth Bowen,3.66,403,1932,1946
805597,The Narrow Corner,,4176632,W. Somerset Maugham,3.82,1265,1932,2576
515556,A Garden of Pomegranates: Skrying on the Tree of Life,,50973,Israel Regardie,4.11,759,1932,1824
50730,Christmas Pudding,,11624,Nancy Mitford,3.52,995,1932,2216
90607,Freddy the Detective,,849,Walter R. Brooks,4.16,1020,1932,1863
1002570,A Buddhist Bible,,259762,Dwight Goddard,4.01,622,1932,1733
824871,Guys and Dolls,,13943,Damon Runyon,4.11,789,1932,1957
595121,Talleyrand,,309610,Duff Cooper,4.2,419,1932,1820
4413273,The Phoenix on the Sword,,66700,Robert E. Howard,3.96,888,1932,1633
661294,The Moral Judgement of the Child,,12064,Jean Piaget,3.96,182,1932,1810
1404710,Mrs. Tim Christie,,183343,D.E. Stevenson,4.0,1092,1932,2492
2419417,Cat Country : A Satirical Novel of China in the 1930s,,93509,Lao She,3.63,518,1932,1894
183266,Mozart,,78901,Marcia Davenport,3.86,766,1932,1454
3394741,Blago cara Radovana,,791599,Jovan Dučić,4.17,842,1932,1514
868448,Infants of the Spring,,122446,Wallace Thurman,3.78,331,1932,1593
23398655,The Madman of Bergerac,Maigret,9693,Georges Simenon,3.78,1556,1932,2810
860192,The Provincial Lady in London,,1809030,E.M. Delafield,4.0,920,1932,1828
18869980,I'll Never Be Young Again,,2001717,Daphne du Maurier,3.3,764,1932,2276
858496,Ask Mr. Bear,,110255,Marjorie Flack,3.92,713,1932,1370
108635,The Second Common Reader,,6765,Virginia Woolf,4.3,315,1932,1451
22547973,Blood Brothers,,7232847,Ernst Haffner,3.89,859,1932,2138
264840,"Mr. Fortune's Maggot; and, The Salutation",,32349,Sylvia Townsend Warner,3.69,308,1932,1327
241649,Hindoo Holiday,,10994078,J.R. Ackerley,3.63,367,1932,1428
404399,The Sun Egg,,163381,Elsa Beskow,4.3,601,1932,1288
2145335,Miss Marple Investigates,,123715,Agatha Christie,4.1,371,1932,1081
1232960,The Greater Trumps,,36289,Charles  Williams,3.87,617,1932,1360
6139960,Empire,,23012,Clifford D. Simak,3.4,324,1932,1341
12500141,The Second Gong: A Short Story,,123715,Agatha Christie,3.86,573,1932,1251
320778,The Egyptian Cross Mystery,Ellery Queen Detective,41015,Ellery Queen,3.79,756,1932,1492
806140,Film as Art,,166493,Rudolf Arnheim,3.86,349,1932,1150
19015680,The Blue Geranium: A Short Story,,123715,Agatha Christie,3.71,673,1929,1273
1586489,Mohammed,,736499,Essad Bey,4.1,91,1932,1049
3574768,The Short Stories of Anton Chekhov,,5031025,Anton Chekhov,4.22,907,1932,2097
442348,Before the Fact,,178255,Francis Iles,3.51,507,1932,1267
709007,The Adventures of the Black Girl in Her Search for God,,5217,George Bernard Shaw,3.75,467,1932,1267
796106,The Gioconda Smile,,3487,Aldous Huxley,3.28,594,1932,1392
691242,Imitation of Life,,260826,Fannie Hurst,3.55,267,1932,1027
1124081,The Spirit of Medieval Philosophy,,5593603,Étienne Gilson,4.14,203,1932,1201
641141,Dwellers in the Mirage,,16022666,A. Merritt,3.77,358,1932,1087
25571848,The Z Murders,,1135708,J. Jefferson Farjeon,3.34,530,1932,1110
1568972,The Vanishing Shadow,Judy Bolton Mysteries,261918,Margaret Sutton,3.98,346,1932,897
23020954,The Saint-Fiacre Affair,Maigret,9693,Georges Simenon,3.62,1297,1932,2326
1295935,The Conjure-Man Dies: A Mystery Tale of Dark Harlem,,113626,Rudolph Fisher,3.8,297,1932,878
379662,The Two Sources of Morality and Religion,,67070,Henri Bergson,3.76,187,1932,1121
1662201,Miss Pinkerton,,85587,Mary Roberts Rinehart,3.74,499,1932,1414
10376159,"Burn, Witch, Burn!",Burn Witch Burn,16022666,A. Merritt,3.63,489,1932,1160
264271,The Philosophy of the Enlightenment,,97907,Ernst Cassirer,4.12,192,1932,1041
1470663,The Saltmarsh Murders,Mrs. Bradley,47319,Gladys Mitchell,3.55,644,1932,1159
466426,A Thatched Roof,,59389,Beverley Nichols,4.31,276,1932,761
24611919,Liberty Bar,Maigret,9693,Georges Simenon,3.68,927,1932,1731
423305,Topper Takes a Trip,,171139,Thorne Smith,3.77,273,1932,793
892309,Doctor Sally,,7963,P.G. Wodehouse,3.72,512,1932,883
409598,Worms of the Earth,,66700,Robert E. Howard,3.96,481,1932,883
1075761,Biggles The Camels Are Coming,,2966348,W.E. Johns,4.05,404,1932,849
23398667,The Flemish House,Maigret,9693,Georges Simenon,3.64,910,1932,1658
54075,Dream of Fair to Middling Women,,1433597,Samuel Beckett,3.22,364,1932,953
189968,Conquered City,,45383,Victor Serge,3.86,258,1932,944
33413,Apocryphal Tales,,439723,Karel Čapek,4.05,549,1932,1030
1421036,Where is Science Going?,,107032,Max Planck,4.27,71,1932,639
3731272,Neighbour Rosicky,,881203,Willa Cather,4.06,314,1932,687
22571693,The Shadow Puppet,Maigret,9693,Georges Simenon,3.73,939,1932,1751
17824589,Death by Drowning: A Short Story,,123715,Agatha Christie,3.65,455,1932,913
2728964,Titanic vals,,1194674,Tudor Mușatescu,4.01,331,1932,607
1634493,"20,000 Years in Sing Sing",,2154955,Lewis E. Lawes,4.07,42,1932,690
368519,The Memorial,,10229,Christopher Isherwood,3.4,293,1932,876
574097,Happiness Hill,,28671,Grace Livingston Hill,4.27,496,1932,898
12588051,Ida Elisabeth,,4203,Sigrid Undset,3.87,232,1932,676
380494,Futurist Cookbook,,538529,Filippo Tommaso Marinetti,3.85,181,1932,839
40000268,The Division Bell Mystery,,2839577,Ellen Wilkinson,3.56,372,1932,768
1057089,The Heavenly City of the Eighteenth Century Philosophers,,5830795,Carl Lotus Becker,3.87,214,1932,714
6786096,A Child of the Revolution,,2893961,Emmuska Orczy,3.75,65,1932,533
107324,Lonely Road,,21477,Nevil Shute,3.78,416,1932,768
78038,"Virgin Soil Upturned, Book 1",,44202,Mikhail Sholokhov,4.02,296,1932,758
10765871,Glorious Nemesis,,337982,Ladislav Klíma,4.05,173,1932,552
971581,The Tragedy of X,Drury Lane,986198,Barnaby Ross,3.87,366,1932,736
1230314,Josephus,Josephus,18793,Lion Feuchtwanger,4.38,282,1932,780
1972075,History of the Church,,3009967,Joseph Smith Jr.,4.37,207,1932,620
1856619,Education and the Social Order,,17854,Bertrand Russell,3.97,129,1932,564
247151,The Baby in the Icebox and Other Short Fiction,,14473,James M. Cain,3.72,235,1932,571
424136,The Multiple States of the Being,,239177,René Guénon,4.42,107,1932,539
131730,Church Dogmatics 1.1: The Doctrine of the Word of God,,23117,Karl Barth,4.3,159,1932,494
1568973,The Haunted Attic,Judy Bolton Mysteries,261918,Margaret Sutton,4.07,246,1932,477
266873,The Sheltered Life,,155811,Ellen Glasgow,3.5,104,1932,486
1879933,Design for Living,,120035,Noël Coward,3.76,253,1932,511
472193,Darkness at Pemberley,,426944,T.H. White,3.37,136,1932,443
5153176,The Sadist,,2131248,Karl Berg,4.1,42,1932,493
636402,Nine Fairy Tales and One More Thrown in for Good Measure,,439723,Karel Čapek,4.18,300,1932,711
413464,The Purple Prince of Oz,Oz Book,33936,Ruth Plumly Thompson,3.84,132,1932,428
1380929,Flowering Wilderness,The Forsyte Chronicles,7419,John Galsworthy,4.09,279,1932,548
48235,Obscure Destinies,,881203,Willa Cather,4.12,234,1932,526
36411269,Freud: Mutluluğun Mimarı,,25573,Stefan Zweig,4.16,317,1932,868
909303,The Tragedy of Y,Drury Lane,986198,Barnaby Ross,3.96,271,1932,516
662942,Etruscan Places,,17623,D.H. Lawrence,3.68,193,1932,541
239357,Every Man a King: The Autobiography of Huey P. Long,,140035,Huey Long,3.76,117,1932,417
2756074,Year Before Last,,197935,Kay Boyle,3.8,54,1932,400
500410,The Patch of Blue,,28671,Grace Livingston Hill,4.11,243,1932,476
51010,The Challengers,,28671,Grace Livingston Hill,4.22,297,1932,573
17824619,The Mystery of the Baghdad Chest: Hercule Poirot,,123715,Agatha Christie,3.78,170,1932,426
23281296,"Gon, the Little Fox",,477452,Nankichi Niimi,3.83,65,1932,489
1789615,"Man Grand Symbol of the Mysteries, Thoughts In Occult Anatomy",,40220,Manly P. Hall,4.38,47,1932,449
25489209,My Marriage,,915836,Jakob Wassermann,3.45,133,1932,753
922690,Dangerous Corner,,18736364,J.B. Priestley,3.97,208,1932,405
781883,The Modern Corporation and Private Property,,1068967,Adolf Augustus Berle,4.44,34,1932,350
666042,The Psycho-Analysis of Children,,138528,Melanie Klein,3.82,76,1932,398
2331681,Keeper of the Keys,Charlie Chan,224567,Earl Derr Biggers,3.92,262,1932,526
2160312,The Invasion of Compulsory Sex-Morality,,118694,Wilhelm Reich,4.22,73,1932,391
743650,The Three Conversions in the Spiritual Life,,279216,Réginald Garrigou-Lagrange,4.56,142,1932,490
468979,Three Generations,,262758,Yom Sang-seop,3.39,71,1932,363
19123923,Murder on Wheels,,99754,Stuart   Palmer,3.76,217,1932,528
365854,The Gap in the Curtain,Sir Edward Leithen,3073,John Buchan,3.67,174,1932,424
1988628,Saint V. Scotland Yard,,36260,Leslie Charteris,3.89,318,1932,651
1460307,The Corpse in the Waxworks,Henri Bencolin,5622,John Dickson Carr,3.73,214,1932,410
6359907,Ալպիական մանուշակ,,2883556,Aksel Bakunts,4.1,109,1932,313
25233074,The Dog of Pompeii,,2889521,Louis Untermeyer,4.25,48,1932,311
800549,The Complete Richard Hannay,,3073,John Buchan,4.06,339,1932,792
444861,Come Back to Sorrento,,53013,Dawn Powell,4.04,102,1932,305
2272271,Last Men in London,,64177,Olaf Stapledon,3.59,93,1932,356
27218825,"Blockade: The Diary of an Austrian Middle-Class Woman, 1914-1924",,7303371,Anna Eisenmenger,4.27,95,1932,314
2153111,Solilocvii,,14521,Mircea Eliade,3.83,184,1932,322
208230,The Lankavatara Sutra: A Mahayana Text,,3892325,D.T. Suzuki,4.26,97,1932,351
316031,Blue Boy,,54103,Jean Giono,4.0,146,1932,395
1558286,Thunder Mountain,,18134,Zane Grey,3.87,277,1932,483
265977,The Perfect Joy of St. Francis,,155311,Felix Timmermans,4.23,112,1932,310
3505985,The Tudor Wench,,62997,Elswyth Thane,3.77,44,1932,308
201621,Before and After Socrates,,105505,Francis Macdonald Cornford,3.86,208,1932,539
252455,Flying Carpet,,49656,Richard Halliburton,4.37,147,1932,344
238940,Max Weber and Karl Marx,,5381454,Karl Löwith,3.91,58,1932,272
1159901,Nothing Venture,,59525,Patricia Wentworth,3.89,303,1932,641
366043,Shanghai,,8366128,Riichi Yokomitsu,3.38,117,1932,307
2702373,Peking Picnic,,168096,Ann Bridge,3.53,107,1932,314
169213,I Am a Fugitive from a Georgia Chain Gang!,,4910271,Robert Elliott Burns,3.86,97,1932,294
225778,The English And Scottish Popular Ballads,,82945,Francis James Child,4.68,65,1932,271
1988634,The Brighter Buccaneer,Simon Templar 'The Saint',36260,Leslie Charteris,4.08,179,1932,417
393199,Down and Out in Paris and London,,3706,George Orwell,4.09,62589,1933,128806
8252,Farmer Boy,Little House,5300,Laura Ingalls Wilder,4.06,57143,1933,84540
189182,The Story About Ping,,110255,Marjorie Flack,4.15,41295,1933,49117
215492,Lord Edgware Dies,Hercule Poirot,123715,Agatha Christie,3.92,31662,1933,55656
374388,Testament of Youth,,213527,Vera Brittain,4.18,7725,1933,31299
351559,Murder Must Advertise ,Lord Peter Wimsey,8734,Dorothy L. Sayers,4.21,18944,1933,29099
817199,Maitreyi,,14521,Mircea Eliade,3.93,16642,1933,25165
34473,In Praise of Shadows,,6263,Jun';ichirō Tanizaki,4.09,12273,1933,31226
527495,The Autobiography of Alice B. Toklas,,9325,Gertrude Stein,3.57,9515,1933,25861
117645,The Sign of the Twisted Candles,Nancy Drew Mystery Stories,6001,Carolyn Keene,3.97,12730,1933,21424
242936,The Mis-Education of the Negro,,142122,Carter G. Woodson,4.48,8447,1933,26432
42407,Babar the King,,4788791,Jean de Brunhoff,4.18,15717,1933,17219
48795,Password to Larkspur Lane,Nancy Drew Mystery Stories,6001,Carolyn Keene,3.95,10617,1933,18053
29806,The Pilgrim's Regress,,1069006,C.S. Lewis,3.89,7451,1933,18874
244261,The Street of Crocodiles,,142899,Bruno Schulz,4.14,6874,1933,20620
111300,To a God Unknown,,585,John Steinbeck,3.94,9506,1933,19834
117566,On the Heights of Despair,,68189,Emil M. Cioran,4.19,4995,1933,16160
16241200,"Thank You, Jeeves",Jeeves,7963,P.G. Wodehouse,4.23,14349,1933,24165
3580,Pat of Silver Bush,Pat,5350,L.M. Montgomery,3.9,6506,1933,11956
351563,Hangman's Holiday: A Collection of Short Mysteries,Lord Peter Wimsey,8734,Dorothy L. Sayers,4.13,8524,1933,12880
3482519,عودة الروح,,13757095,Tawfiq Al-Hakim,3.9,3874,1933,11124
18844,Flush,,6765,Virginia Woolf,3.84,5629,1933,13155
680154,Invincible Louisa: The Story of the Author of Little Women,,83099,Cornelia Meigs,3.78,5060,1933,10304
25708,Saint Thomas Aquinas,,7014283,G.K. Chesterton,4.14,3667,1933,10004
450779,The Hound of Death,,123715,Agatha Christie,3.49,5018,1933,11334
250041,Miss Lonelyhearts,,65685,Nathanael West,3.59,4061,1933,9953
1795039,The Case of the Velvet Claws,Perry Mason,10214,Erle Stanley Gardner,3.84,3650,1933,9299
267478,Lamb in His Bosom,,156110,Caroline Miller,3.83,1506,1933,7549
72995,My Life and Hard Times,,16839,James Thurber,4.13,3221,1933,7158
311133,The Unfinished Clue,,18067,Georgette Heyer,3.84,4457,1933,7754
39092290,Lost Horizon,,2031,James Hilton,3.93,17609,1933,35501
1059967,Kaas,,419061,Willem Elsschot,3.59,4933,1933,8251
214888,Residence on Earth,,4026,Pablo Neruda,4.39,3614,1933,7254
75494,The Complete Poems,,42912,Hart Crane,4.14,2863,1933,5991
311134,Why Shoot a Butler?,,18067,Georgette Heyer,3.68,4278,1933,7600
29966,The Shape of Things to Come,,880695,H.G. Wells,3.6,1087,1933,6111
76939,Footprints Under the Window,The Hardy Boys,1879,Franklin W. Dixon,3.84,3297,1933,5471
781662,The Mass Psychology of Fascism,,118694,Wilhelm Reich,4.09,1002,1933,5362
1161498,The Man of Bronze,Doc Savage,6405,Kenneth Robeson,3.8,2558,1933,4225
191581,God's Little Acre,,17326,Erskine Caldwell,3.65,2140,1933,4642
383198,Sweet Danger,Albert Campion Mystery,30748,Margery Allingham,4.03,2879,1933,4579
1280771,Frost in May,Frost in May,50782,Antonia White,3.87,1578,1933,4256
835437,High Rising,Barsetshire,142160,Angela Thirkell,3.71,1872,1933,4729
90708,Winner Take Nothing,,1455,Ernest Hemingway,3.72,1728,1933,4247
979768,Winter Holiday,Swallows and Amazons,72120,Arthur Ransome,4.29,2374,1933,3853
1132597,Das fliegende Klassenzimmer,,6519,Erich Kästner,4.19,3483,1933,6107
632164,Company K,,261742,William March,4.24,803,1933,3156
539519,The Werewolf of Paris,,4708573,Guy Endore,3.66,951,1933,3794
13278166,The Dreams in the Witch House,,9494,H.P. Lovecraft,3.79,2297,1933,3927
1024910,The Case of the Sulky Girl,Perry Mason,10214,Erle Stanley Gardner,3.93,1953,1933,3968
109774,Science and Sanity: An Introduction to Non-Aristotelian Systems and General Semantics,,63523,Alfred Korzybski,4.39,328,1933,2527
2046,"Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell, My Lovely / The High Window",,1377,Raymond Chandler,4.5,1362,1933,2366
1157900,The Horror in the Museum,,9494,H.P. Lovecraft,3.94,1396,1933,3043
887082,Miss Lonelyhearts and A Cool Million,,65685,Nathanael West,3.76,1259,1933,2514
292113,The Private Life of Sherlock Holmes,,50943,Vincent Starrett,4.25,868,1933,2738
2438254,Love on the Dole,,1086003,Walter Greenwood,3.92,907,1933,2369
28371,Witch Grass,,15957,Raymond Queneau,3.94,475,1933,2455
191943,The Man Without Qualities: Volume II,,16747,Robert Musil,4.37,979,1933,3255
18016,Mulliner Nights,Mr. Mulliner,7963,P.G. Wodehouse,4.13,1498,1933,2523
852415,Woman in the Dark,,16927,Dashiell Hammett,3.41,1247,1933,2241
49991,The Barbary Coast: An Informal History of the San Francisco Underworld,,13830,Herbert Asbury,3.87,677,1933,1891
40776248,The Mother,,704,Pearl S. Buck,4.03,3482,1933,7367
52827,The Life of Monsieur de Molière,,3873,Mikhail Bulgakov,3.96,1201,1933,2564
339384,Character Analysis,,118694,Wilhelm Reich,4.09,339,1933,1980
123675,The Psychology of Kundalini Yoga: Notes of the Seminar Given in 1932,,38285,C.G. Jung,4.06,331,1933,1983
543760,The Oppermanns,,18793,Lion Feuchtwanger,4.31,551,1933,2066
214434,Rabble in Arms,,59605,Kenneth Roberts,4.32,983,1933,1978
122158,وغ‌وغ ساهاب,,13607545,Sadegh Hedayat,3.52,1402,1933,2310
351248,Men Against the Sea,The Bounty Trilogy,6527479,Charles Bernard Nordhoff,4.19,1002,1933,1885
2074149,Understanding Life,,97579,Alfred Adler,3.88,1091,1933,4321
41017496,In the Teeth of the Evidence,Lord Peter Wimsey,8734,Dorothy L. Sayers,4.03,4424,1933,8047
1121924,Brazilian Adventure,,4709210,Peter  Fleming,3.9,315,1933,1711
31580,In Search of Duende,,44150,Federico García Lorca,4.29,795,1933,1944
1069429,Threepenny Novel,,26853,Bertolt Brecht,3.82,788,1933,2920
140503,Acting: The First Six Lessons,,81171,Richard Boleslavsky,4.09,627,1933,1795
830985,Family,,149049,Ba Jin,3.84,1032,1933,2417
58940,The ABC Bunny,,5051196,Wanda Gág,3.82,872,1933,1506
440366,Adventures of Ideas,,148309,Alfred North Whitehead,4.12,209,1933,1467
25034042,The Hog's Back Mystery,Inspector French,277192,Freeman Wills Crofts,3.6,880,1933,2016
441499,"The Compact Edition of the Oxford English Dictionary, 2 Vols w/Reading Glass",,1968926,Herbert Coleridge,4.62,218,1933,1395
847987,"England, Their England",,439506,A.G. Macdonell,3.68,406,1933,1563
356596,Rifleman Dodd,,932179,C.S. Forester,3.98,1323,1933,2540
44158,The Engagement,,9693,Georges Simenon,3.73,946,1933,2121
15587,Bacacay,,9632,Witold Gombrowicz,3.94,803,1933,1806
18869981,Julius,,2001717,Daphne du Maurier,3.66,718,1933,2272
565355,Dionysus: Myth and Cult,,309682,Walter F. Otto,4.22,249,1933,1312
22060860,The Last Messiah,,1085810,Peter Wessel Zapffe,4.39,304,1933,1209
