id,naslov,zbirka,id_avtorja,avtor,ocena,stevilo_ocen,leto,glasovi
16343,The Mysterious Affair at Styles,Hercule Poirot,123715,Agatha Christie,3.99,256238,1920,465296
53835,The Age of Innocence,,16,Edith Wharton,3.95,139727,1920,315835
46165,This Side of Paradise,,3190,F. Scott Fitzgerald,3.66,62463,1920,159803
325421,The Story of Doctor Dolittle,Doctor Dolittle,70762,Hugh Lofting,3.97,45609,1920,62518
9784,Women in Love,,17623,D.H. Lawrence,3.67,29337,1920,59323
11376,Main Street,,7330,Sinclair Lewis,3.77,23864,1920,50987
4662,The Short Stories,,3190,F. Scott Fitzgerald,4.23,13917,1920,33157
6217,Kristin Lavransdatter,Kristin Lavransdatter,4203,Sigrid Undset,4.29,9017,1920,31771
240485,Storm of Steel,,281443,Ernst Jünger,4.14,9968,1920,30783
778255,Ion,,409285,Liviu Rebreanu,3.47,11186,1920,16300
281881,The Go-Getter,,12009,Peter B. Kyne,4.16,7943,1920,16843
18798,The Guermantes Way,,233619,Marcel Proust,4.31,7301,1920,19715
765300,Glinda of Oz,Oz,3242,L. Frank Baum,3.93,5829,1920,14443
18799,Sodom and Gomorrah,,233619,Marcel Proust,4.35,5849,1920,18937
6220,The Wreath,Kristin Lavransdatter,4203,Sigrid Undset,4.02,5301,1920,13910
518445,Further Chronicles of Avonlea,Chronicles of Avonlea,5350,L.M. Montgomery,3.84,6144,1920,11606
436562,R.U.R.,,439723,Karel Čapek,3.88,8196,1920,14394
16856,Flappers and Philosophers,,3190,F. Scott Fitzgerald,4.0,4604,1920,13480
60079,Queen Lucia,,13479797,E.F. Benson,3.96,4378,1920,9962
389115,Chéri,,51575,Colette,3.68,3031,1920,9080
130080,Red Cavalry,,34055,Isaac Babel,4.04,3216,1920,8133
1064084,A Voyage to Arcturus,,29974,David  Lindsay,3.58,2704,1920,8593
13222,Charlotte and  Emily Brontë: The Complete Novels,,1036615,Charlotte Brontë,4.34,3877,1920,7485
36316,The Doom That Came to Sarnath and Other Stories,,9494,H.P. Lovecraft,4.12,3128,1920,5886
426077,Dream Psychology: Psychoanalysis for Beginners,,10017,Sigmund Freud,3.4,2342,1920,9667
80244,Bernice Bobs Her Hair,,3190,F. Scott Fitzgerald,3.97,2981,1920,4865
85416,Beyond the Pleasure Principle and Other Writings,,10017,Sigmund Freud,3.97,1802,1920,4520
717128,The Children of Odin: The Book of Northern Myths,,2726692,Padraic Colum,4.0,3341,1920,8471
203818,The New Oxford Annotated Bible: New Revised Standard Version,,5158478,Anonymous,4.35,3341,1920,6713
539387,"The Holy Bible: New American Standard Version, NASB",,5158478,Anonymous,4.6,4876,1920,9836
425904,Pierre and Luce,,41495,Romain Rolland,3.63,4081,1920,6165
377663,Traditional Irish Fairy Tales,,82937,James Stephens,3.82,1775,1920,5981
11143472,The Cats of Ulthar,,9494,H.P. Lovecraft,3.73,2504,1920,3791
706554,Beyond the Pleasure Principle,,10017,Sigmund Freud,3.7,1713,1920,5290
100793,Wandering,,1113469,Hermann Hesse,4.04,1658,1920,5071
145009,The Sociology of Religion,,42041,Max Weber,3.94,764,1920,3132
691928,Paul's Case,,881203,Willa Cather,3.84,1935,1920,3021
435095,The Emperor Jones,,7680,Eugene O';Neill,3.28,1869,1920,3009
6489513,The Statement of Randolph Carter,,9494,H.P. Lovecraft,3.7,2174,1920,3115
255262,The Individual Psychology of Alfred Adler,,97579,Alfred Adler,4.03,570,1920,3346
10158695,The Autobiography of Andrew Carnegie,,23387,Andrew Carnegie,3.9,1075,1920,4013
188086,Stories,,45712,Katherine Mansfield,4.2,753,1920,2290
504128,The Complete Works of E.M. Bounds on Prayer,,942850,E.M. Bounds,4.5,1298,1920,4497
188090,Bliss & Other Stories,,45712,Katherine Mansfield,3.94,1168,1920,2985
2915975,The Ice Palace,,3190,F. Scott Fitzgerald,3.63,926,1920,2222
5024135,Nyarlathotep,,9494,H.P. Lovecraft,3.41,1762,1920,2624
672737,Darkwater: Voices from Within the Veil,,10710,W.E.B. Du Bois,4.28,484,1920,2522
816445,The Absolute at Large,,439723,Karel Čapek,3.86,1743,1920,3414
984665,Miss Brill,,45712,Katherine Mansfield,3.59,1531,1920,2844
11006902,The Mysterious Affair at Styles and The Secret Adversary (Complete Mystery Novel Collection of Agatha Christie Vol. 1),,123715,Agatha Christie,4.26,2323,1920,5050
949699,The Great Impersonation,,620801,E. Phillips Oppenheim,3.92,818,1920,2497
1223795,May Day,,3190,F. Scott Fitzgerald,3.69,1244,1920,2424
6383607,In Chancery,The Forsyte Chronicles,7419,John Galsworthy,4.27,1216,1920,2250
1410532,From Ritual to Romance,,5970923,Jessie Laidlay Weston,3.78,501,1920,2093
950251,Calculus and Analytic Geometry,,141290,George B. Thomas Jr.,4.13,304,1920,1895
459123,The Lost Girl,,17623,D.H. Lawrence,3.52,808,1920,2610
328186,The Tiger in the House: A Cultural History of the Cat,,77261,Carl Van Vechten,3.52,181,1920,1841
13277964,The Doom That Came to Sarnath,,9494,H.P. Lovecraft,3.4,1183,1920,1766
2297206,The Soul Winner,,2876959,Charles Haddon Spurgeon,4.45,903,1920,3564
1558414,The Sleeping Beauty,,15726385,C.S.  Evans,3.94,1417,1920,2886
2815620,Now It Can Be Told,,79712,Philip Gibbs,4.23,502,1920,2403
1769648,Terrorism and Communism: A Reply to Karl Kautsky,,65974,Leon Trotsky,3.72,450,1920,1766
18018,Jill the Reckless,,7963,P.G. Wodehouse,4.03,1126,1920,2154
784977,The Magnetic Fields,,54133,André Breton,3.84,268,1920,1408
12233930,The Holy Bible: New Revised Standard Version with the Apocrypha,,5158478,Anonymous,4.48,1878,1920,4875
2275129,Little Red Riding Hood,,512402,Vera Southgate,3.94,769,1920,1160
2306,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,,16,Edith Wharton,4.3,493,1920,1376
361551,The Offshore Pirate,,3190,F. Scott Fitzgerald,4.03,649,1920,1141
121185,The Man of the Forest,,18134,Zane Grey,4.05,1314,1920,2595
1714576,Economic Calculation in the Socialist Commonwealth,,46766,Ludwig von Mises,4.36,434,1920,1176
2854366,Economics for South African Students,,1427063,Philip Mohr,4.12,69,1920,1011
8276895,City of Endless Night,,1341903,Milo Hastings,3.8,563,1920,1347
581093,Theras and His Town,,51276,Caroline Dale Snedeker,3.5,580,1920,1064
16895,Collected Essays and Poems,,10264,Henry David Thoreau,4.23,345,1920,949
574096,Cloudy Jewel,,28671,Grace Livingston Hill,4.08,1090,1920,1969
249193,Be Faithful Unto Death,,5557015,Zsigmond Móricz,3.48,892,1920,1715
18817258,The Living Bible,,5158478,Anonymous,4.48,545,1920,1604
453983,The Sacred Wood,,18540,T.S. Eliot,3.98,340,1920,1105
11819140,The Street,,9494,H.P. Lovecraft,2.41,645,1920,943
880136,Beyond the Horizon,,7680,Eugene O';Neill,3.71,476,1920,946
10922589,Satan's Diary,,24953,Leonid Andreyev,3.76,1030,1920,2568
60321,A Few Figs from Thistles,,33998,Edna St. Vincent Millay,4.19,517,1920,1132
1793077,A Modern Comedy,The Forsyte Chronicles,7419,John Galsworthy,4.31,674,1920,1353
1856273,Head and Shoulders,,3190,F. Scott Fitzgerald,3.87,408,1920,819
213254,One Man's Initiation: 1917,,4778,John Dos Passos,3.35,516,1920,957
57752,Box Socials,,32549,W.P. Kinsella,3.51,547,1920,849
1428323,General Chemistry: Principles and Structure,,430001,James E. Brady,4.1,84,1920,773
70100,If it Die...,,7617,André Gide,3.54,459,1920,1348
343037,Self Mastery Through Conscious Autosuggestion,,192066,Émile Coué,3.78,401,1920,1283
644475,The Art of Selfishness,,271567,David Seabury,4.1,100,1920,751
2078671,Mortal Coils,,3487,Aldous Huxley,3.47,296,1920,921
93663,Arsène Lupin in the Teeth of the Tiger,Arsène Lupin,1569298,Maurice Leblanc,4.0,444,1920,975
375272,Hungry Hearts,,2494,Anzia Yezierska,3.77,270,1920,997
7241256,The Comet,,10710,W.E.B. Du Bois,3.84,205,1920,731
1605952,Bulldog Drummond,Bulldog Drummond,370972,Sapper,3.57,533,1920,1148
15736210,The Cut-Glass Bowl,,3190,F. Scott Fitzgerald,3.42,420,1920,698
1764814,Fungi from Yuggoth and Other Poems,,9494,H.P. Lovecraft,3.77,703,1920,1292
262582,The Psychoses 1955-1956,,42907,Jacques Lacan,4.29,216,1920,719
1332967,Jailed for Freedom: American Women Win the Vote,,635761,Doris Stevens,4.18,174,1920,758
80184,Poor White,,45645,Sherwood Anderson,3.7,334,1920,911
18745437,The Best American Humorous Short Stories,,1912442,Alexander Jessup,3.14,252,1920,1140
180851,La madre,,1709,Grazia Deledda,3.64,441,1920,1094
554914,The Language of Love: How to Quickly Communicate Your Feelings and Needs,,7362,Gary Smalley,3.91,248,1920,712
269602,The Picture Bible,,157299,Iva Hoth,4.49,348,1920,707
26948,Three Novels of Old New York: The House of Mirth; The Custom of the Country; The Age of Innocence,,16,Edith Wharton,4.3,198,1920,1045
574128,Exit Betty,,28671,Grace Livingston Hill,4.05,606,1920,1182
1682216,The Nature Of The Physical World,,28292,Arthur Stanley Eddington,4.01,72,1920,756
743414,Europe and the Faith,,4025,Hilaire Belloc,4.16,178,1920,664
3611540,Flame and Shadow,,347021,Sara Teasdale,4.34,224,1920,660
227114,The Heart of Thoreau's Journals,,10264,Henry David Thoreau,4.33,138,1920,515
854312,The Daffodil Mystery,,81433,Edgar Wallace,3.42,558,1920,1129
18849438,Patchwork A Story of 'The Plain People',,1216724,Anna Balmer Myers,3.94,273,1920,547
391848,Letters to Philip,,275354,Charlie W. Shedd,4.04,223,1920,572
805478,Letters to Karen: On Keeping Love in Marriage (Abingdon Classics Series),,275354,Charlie W. Shedd,3.92,290,1920,636
544251,The Cask,,277192,Freeman Wills Crofts,3.71,417,1920,1076
1939689,The Ancient Allan,Allan Quatermain,4633123,H. Rider Haggard,3.78,204,1920,616
1509416,The Jelly-Bean,,3190,F. Scott Fitzgerald,3.14,295,1920,508
6427884,Poems by T. S. Eliot,,18540,T.S. Eliot,4.14,547,1920,1430
12197,The Rescue,,3345,Joseph Conrad,3.69,270,1920,897
43672906,اعتراف منتصف الليل,,525922,Georges Duhamel,3.97,213,1920,1126
6115240,Fire and Ice,,7715,Robert Frost,4.4,212,1920,422
6686137,The Lees of Happiness,,3190,F. Scott Fitzgerald,3.73,259,1920,513
18814109,Life Application Study Bible KJV,,5158478,Anonymous,4.81,274,1920,735
940412,The Americanization of Edward Bok,,5169663,Edward William Bok,3.97,119,1920,486
18878981,History of 'Billy the Kid',,377908,Charles A. Siringo,3.33,209,1920,491
14336603,Awakening,The Forsyte Chronicles,7419,John Galsworthy,3.82,193,1920,389
2902741,Mental Efficiency,,3314,Arnold Bennett,3.46,237,1920,607
1237069,The Women at the Pump,,18317,Knut Hamsun,3.79,218,1920,502
1257797,Youth and the Bright Medusa,,881203,Willa Cather,3.96,227,1920,562
887956,The Eternal Smile: Three Stories,,89330,Pär Lagerkvist,4.08,226,1920,494
40029262,The Colonization of North America,,7484702,Herbert Eugene Bolton,3.68,41,1920,430
2840020,Hugh Selwyn Mauberley,,30055,Ezra Pound,3.71,219,1920,438
121375,Wyoming,,18134,Zane Grey,3.93,369,1920,637
23936196,The Unique Hamlet: A Hitherto Unchronicled Adventure of Mr. Sherlock Holmes,,50943,Vincent Starrett,3.56,201,1920,579
3756539,"Thuvia, Maid of Mars / The Chessmen of Mars",Barsoom,10885,Edgar Rice Burroughs,3.88,281,1920,579
1213297,Cornelli,,49,Johanna Spyri,3.82,164,1920,404
23622285,تاريخ الفلسفة اليونانية,,940615,Walter Terence Stace,3.83,90,1920,520
80245,Bernice Bobs Her Hair: And Other Stories,,3190,F. Scott Fitzgerald,3.97,212,1920,462
1598075,The Metal Monster,,16022666,A. Merritt,3.13,190,1920,531
792823,Miracle Mongers and Their Methods,,249080,Harry Houdini,3.69,142,1920,443
793626,An Encyclopaedia of Occultism,,224276,Lewis Spence,4.09,107,1920,474
25995013,The Dreadful River Cave: Chief Black Elk's Story,,91660,James Willard Schultz,4.13,151,1920,316
107339,Hebrew-Greek Key Word Study Bible: New American Standard Bible,,5158478,Anonymous,4.61,205,1920,536
11424129,The Camel's Back,,3190,F. Scott Fitzgerald,3.37,165,1920,304
6326207,The Diary of a U-boat Commander,,16087666,R.N. Etienne,3.69,434,1920,880
1491024,Bat Wing,,90779,Sax Rohmer,3.29,205,1920,456
29428524,Second through Brain,,4648016,Melchior Vischer,4.28,18,1920,280
6376087,Benediction,,3190,F. Scott Fitzgerald,3.31,125,1920,283
18656561,Physics,,4518512,Willis Eugene Tower,3.77,60,1920,269
6250659,A History of Malaysia,,875100,Barbara Watson Andaya,4.0,66,1920,323
2597051,Woman and the New Race,,264856,Margaret Sanger,2.95,83,1920,350
345596,General Economic History,,42041,Max Weber,3.83,54,1920,329
19205472,El viejo manuscrito,,5223,Franz Kafka,3.78,156,1920,274
16206618,The Four Fists,,3190,F. Scott Fitzgerald,3.7,151,1920,277
2951685,The Story of a New Zealand River,,1274802,Jane Mander,4.03,147,1920,332
1641264,Miss Lulu Bett,,617284,Zona Gale,3.5,127,1920,414
238368,Boys & Murderers,,139517,Hermann Ungar,3.99,79,1920,285
363501,The Devil's Door,,16623,John Bevere,4.3,74,1920,244
35127740,In the Great Apache Forest,,91660,James Willard Schultz,4.04,133,1920,297
1658337,Autobiography,,3072763,Maxim Gorky,4.27,89,1920,332
1076260,A Miscellany of Men,,7014283,G.K. Chesterton,3.89,99,1920,352
5827338,American Indian Fairy Tales,,3091924,William Trowbridge Larned,3.57,153,1920,337
2515166,Russia in the Shadows,,880695,H.G. Wells,3.71,177,1920,450
1405362,On Forsyte 'Change,The Forsyte Chronicles,7419,John Galsworthy,4.11,116,1920,291
1249410,On The Art Of Reading,,3124559,Arthur Quiller-Couch,3.77,74,1920,408
1835997,The Valley of Silent Men,,66979,James Oliver Curwood,3.84,164,1920,315
241285,God-Man: The Word Made Flesh,,7242007,George Washington Carey,4.25,92,1920,387
10434427,In the Mountains,,2098,Elizabeth von Arnim,3.61,220,1920,601
11963871,Evolution of a Revolt,,2875209,T.E. Lawrence,3.98,100,1920,253
750909,The Marquis Of Bolibar,,120451,Leo Perutz,4.09,200,1920,407
574094,The Angel of His Presence,,28671,Grace Livingston Hill,4.09,212,1920,437
2356363,The Cunning Little Vixen,,1056604,Rudolf Těsnohlídek,3.95,103,1920,263
18919586,Masterpieces of Mystery In Four Volumes Detective Stories,,889446,Joseph Lewis French,3.55,92,1920,237
2447144,Kora in Hell,,15435,William Carlos Williams,3.88,118,1920,276
17242433,"NIV, Adventure Bible",,5158478,Anonymous,4.62,486,1920,944
6180680,The Babylonian Story Of The Deluge 1920,,3905921,E.A. Wallis Budge,3.75,108,1920,338
4933164,The Vampire,,139036,Jan Neruda,3.25,88,1920,222
20652237,The Loudwater Mystery,,81423,Edgar Jepson,3.71,150,1920,295
2888221,"The Concept of Nature: The Tarner Lectures Delivered in Trinity College, 11/1919",,148309,Alfred North Whitehead,3.79,119,1920,497
50073,"The Outline of History, Volume 2: The Roman Empire to the Great War",,880695,H.G. Wells,3.97,66,1920,291
15853,"Space, Time, and Gravitation: An Outline of the General Relativity Theory",,28292,Arthur Stanley Eddington,3.87,39,1920,285
1258005,Bowser the Hound,,5732,Thornton W. Burgess,4.1,171,1920,343
209388,Microeconomics: Theory/Applications,,122560,Edwin Mansfield,3.77,30,1920,226
17991738,A Handbook for the Perfect Adventurer,,682625,Pierre Mac Orlan,3.6,96,1920,280
22281658,The Creator,,1668087,Salomo Friedlaender,3.74,57,1920,196
1657078,"De Bello Gallico, II",,16535395,Gaius Julius Caesar,3.84,93,1920,195
600109,Aria Da Capo,,33998,Edna St. Vincent Millay,4.04,117,1920,274
5935634,The Greatest Book on 'Dispensational Truth' in the World,,64718,Clarence Larkin,4.45,66,1920,284
2223014,Nesthäkchen fliegt aus dem Nest,Nesthäkchen,687875,Else Ury,4.05,132,1920,204
1976512,Uncommon Law: Being 66 Misleading Cases Revised and Collected in One Volume,,5061807,A.P. Herbert,4.01,72,1920,243
6018591,The Singing Lesson,,45712,Katherine Mansfield,3.42,104,1920,207
11289169,Poetry of the Gods,,9494,H.P. Lovecraft,2.72,172,1920,274
336674,The Harp-Weaver and Other Poems,,33998,Edna St. Vincent Millay,4.37,100,1920,200
159947,"Black in Selma: The Uncommon Life of J. L. Chestnut, Jr.: Politics and Power in a Small American City",,7409964,J.L. Chestnut Jr.,4.11,70,1920,206
514619,Open the Door,,7821648,Catherine Carswell,3.67,57,1920,213
2672717,A Poor Wise Man,,85587,Mary Roberts Rinehart,3.63,102,1920,329
2729054,The Abbey Girls,The Abbey Girls,1040549,Elsie J. Oxenham,4.17,71,1920,182
1343781,My Bookhouse: Through Fairy Halls,,416058,Olive Beaupré Miller,4.39,74,1920,194
288563,La mujer que brillaba aún más que el sol / The Woman Who Outshone the Sun,,327221,Alejandro Cruz Martínez,4.2,101,1920,265
55388755,Cuentos de mi Tía Panchita,,247149,Carmen Lyra,4.22,295,1920,513
76171,We,,43298,Yevgeny Zamyatin,3.92,71477,1921,184022
433533,Rilla of Ingleside,Anne of Green Gables,5350,L.M. Montgomery,4.2,39456,1921,69956
12075,Tractatus Logico-Philosophicus,,7672,Ludwig Wittgenstein,4.07,16185,1921,45480
103159,The Forsyte Saga,The Forsyte Chronicles,7419,John Galsworthy,4.17,18254,1921,42539
938105,Scaramouche,Scaramouche,82608,Rafael Sabatini,4.08,7637,1921,23122
741618,Six Characters in Search of an Author,,7702,Luigi Pirandello,3.85,13971,1921,25644
638559,The Royal Book of Oz,Oz,33936,Ruth Plumly Thompson,4.04,6869,1921,13451
53672,Crome Yellow,,3487,Aldous Huxley,3.43,6541,1921,15019
565806,Psychological Types,,38285,C.G. Jung,4.32,2749,1921,12353
5941055,The Curious Case of Benjamin Button and Six Other Stories,,3190,F. Scott Fitzgerald,3.69,5747,1921,13304
311322,The Black Moth,,18067,Georgette Heyer,3.68,7096,1921,11538
525818,Alice Adams,,73021,Booth Tarkington,3.63,4072,1921,8327
1134254,Selected Poetry,,11978,John Keats,4.23,4226,1921,6876
97864,Monday or Tuesday,,6765,Virginia Woolf,3.62,2368,1921,7707
967909,The Devil in the Flesh,,423070,Raymond Radiguet,3.69,4156,1921,10603
549384,"The Intellectual Life: Its Spirit, Conditions, Methods",,84560,Antonin Sertillanges,4.4,1242,1921,5993
12113,Six Characters in Search of an Author and Other Plays,,7702,Luigi Pirandello,3.94,2993,1921,5139
6216,The Wife,Kristin Lavransdatter,4203,Sigrid Undset,4.15,2794,1921,5598
1113797,The Story of Mankind,,57921,Hendrik Willem van Loon,3.33,2304,1921,5886
6505012,The Nameless City,,9494,H.P. Lovecraft,3.64,2952,1921,4365
31324,Collected Stories,,4176632,W. Somerset Maugham,4.33,1874,1921,3900
69878,La tía Tula,,25536,Miguel de Unamuno,3.55,2746,1921,4718
181800,(جان شیفته (دورۀ ۴ جلدی,,41495,Romain Rolland,4.09,1416,1921,3905
40422,Tarzan the Terrible,Tarzan,10885,Edgar Rice Burroughs,3.8,2329,1921,4282
437518,Queen Victoria,,63011,Lytton Strachey,3.8,1599,1921,4666
621607,The Story of the Irish Race: A Popular History of Ireland,,245089,Seumas MacManus,3.93,676,1921,3861
97739,Group Psychology and the Analysis of the Ego,,10017,Sigmund Freud,3.76,2105,1921,7021
273669,"The Escoffier Cookbook: And Guide to the Fine Art of Cookery for Connoisseurs, Chefs, Epicures",,159516,Auguste Escoffier,4.37,1342,1921,3749
192424,American Indian Stories,,6743394,Zitkála-Šá,3.93,951,1921,3204
51788,The Analysis of Mind,,17854,Bertrand Russell,3.78,593,1921,3149
99661,Rain and Other South Sea Stories,,4176632,W. Somerset Maugham,4.11,1637,1921,3359
7606133,How to Analyze People on Sight,,7466318,Elsie Lincoln Benedict,3.25,1072,1921,3244
7105,Three Soldiers,,4778,John Dos Passos,3.58,1073,1921,2884
1131795,To Let,The Forsyte Chronicles,7419,John Galsworthy,4.23,1203,1921,2190
6621014,The Picture in the House,,9494,H.P. Lovecraft,3.53,1276,1921,1855
208958,The Golden Fleece and the Heroes Who Lived Before Achilles,,2726692,Padraic Colum,3.63,930,1921,2606
9805769,The Terrible Old Man,,9494,H.P. Lovecraft,3.34,1184,1921,1857
1294375,Vera,,2098,Elizabeth von Arnim,3.75,780,1921,2284
570192,Anna Christie,,7680,Eugene O';Neill,3.5,875,1921,1611
22415,Your Invisible Power: A Presentation of the Mental Science of Thomas Troward,,12770,Geneviève Behrend,4.11,799,1921,2325
7919357,Welsh Fairy Tales,,113378,William Elliot Griffis,3.68,473,1921,2240
12211722,Ex Oblivione,,9494,H.P. Lovecraft,3.21,848,1921,1375
18098,Indiscretions of Archie,,7963,P.G. Wodehouse,3.88,1230,1921,2102
530910,Tertium Organum,,16227499,P.D. Ouspensky,4.28,467,1921,1665
374518,She and Allan,Allan Quatermain,4633123,H. Rider Haggard,3.64,672,1921,1619
728765,Sea and Sardinia,,17623,D.H. Lawrence,3.55,420,1921,1698
6425289,Fairy Tales from the Arabian Nights,,604729,E. Dixon,3.84,666,1921,1820
1170416,Her Father's Daughter,,1372693,Gene Stratton-Porter,3.69,743,1921,1360
565359,Far Eastern Tales,,4176632,W. Somerset Maugham,4.14,566,1921,1264
863838,The Witch Cult in Western Europe: A Study in Anthropology,,373316,Margaret Alice Murray,3.5,284,1921,1577
80183,The Egg and Other Stories,,45645,Sherwood Anderson,3.94,329,1921,993
6543144,Facts Concerning The Late Arthur Jermyn and his Family,,9494,H.P. Lovecraft,3.25,919,1921,1237
6621016,The Tree,,9494,H.P. Lovecraft,2.98,773,1921,1108
139033,The Fox / The Captain's Doll / The Ladybird,,17623,D.H. Lawrence,3.6,510,1921,1134
16593,The Coming of the Fairies,,2448,Arthur Conan Doyle,3.36,296,1921,1056
1928301,Life of Christ,,41608,Giovanni Papini,3.91,165,1921,1041
818748,Poem of the Deep Song,,44150,Federico García Lorca,4.18,673,1921,1322
1063434,The Poems of Marianne Moore,,82947,Marianne Moore,4.03,358,1921,1064
11049475,Famous Modern Ghost Stories,,613800,Dorothy Scarborough,3.4,381,1921,1059
1316066,A Treatise on Probability,,159357,John Maynard Keynes,4.21,84,1921,971
839773,The Book of Pirates,,53350,Howard Pyle,3.58,411,1921,1170
653348,The Sunny Side: Short Stories and Poems for Proper Grown-Ups,,81466,A.A. Milne,3.87,343,1921,1044
340273,Language: An Introduction to the Study of Speech,,195168,Edward Sapir,3.85,303,1921,1239
121216,To the Last Man,,18134,Zane Grey,3.82,748,1921,1360
1668636,The First Sir Percy: an Adventure of the Laughing Cavalier,,2893961,Emmuska Orczy,3.95,259,1921,897
546372,Back to Methuselah,,5217,George Bernard Shaw,3.82,258,1921,929
666644,An Introduction to Philosophy,,103364,Jacques Maritain,3.97,154,1921,732
6098162,The Babylonian Legends of the Creation and the Fight Between Bel and the Dragon,,3905921,E.A. Wallis Budge,3.56,406,1921,1323
10344019,The Adventure of the Mazarin Stone,,2448,Arthur Conan Doyle,3.51,537,1921,871
748226,Introduction to the Study of the Hindu Doctrines,,239177,René Guénon,4.17,172,1921,787
8257810,The Mind in the Making: The Relation of Intelligence to Social Reform - Complete English Version,,380641,James Harvey Robinson,3.81,118,1921,1419
144918,Three Exemplary Novels,,25536,Miguel de Unamuno,3.65,540,1921,1343
18846286,Amanda: A Daughter of the Mennonites,,1216724,Anna Balmer Myers,3.95,421,1921,899
937106,Memoirs of a Midget,,1126,Walter de la Mare,3.69,207,1921,843
393619,"Chess Fundamentals, Revised",,223558,José Raúl Capablanca,3.99,373,1921,1275
11696751,The Foundations Of Personality,,1865711,Abraham Myerson,3.84,129,1921,643
134463,"Risk, Uncertainty and Profit",,4243483,Frank H. Knight,4.05,94,1921,776
240883,The Correspondence of Gustave Flaubert  George Sand: Flaubert - Sand,,1461,Gustave Flaubert,4.09,276,1921,1142
2353951,The Daughters of the Late Colonel,,45712,Katherine Mansfield,3.39,401,1921,696
136031,The City,,42041,Max Weber,3.74,124,1921,653
1848903,The History of the Yorubas,,22191,Samuel Johnson,3.86,59,1921,620
1432454,The Nature of the Judicial Process,,673843,Benjamin N. Cardozo,3.77,194,1921,684
143747,The Windy Hill,,83099,Cornelia Meigs,3.53,171,1921,607
200577,Pistis Sophia: A Gnostic Gospel,,5158478,Anonymous,4.13,204,1921,914
385811,Figures of Earth,,92665,James Branch Cabell,3.99,254,1921,692
3131143,Death at the Excelsior and Other Stories,,7963,P.G. Wodehouse,3.73,582,1921,1081
2080244,Human Nature and Conduct,,42738,John Dewey,3.89,249,1921,1161
20323681,Real Ghost Stories,,5205955,William T. Stead,3.43,291,1921,935
10156061,The Proletarian Revolution and the Renegade Kautsky,,104630,Vladimir Lenin,3.95,215,1921,561
109775,Manhood of Humanity,,63523,Alfred Korzybski,3.97,118,1921,545
574065,The Tryst,,28671,Grace Livingston Hill,3.91,397,1921,753
738234,Batouala,,391357,René Maran,3.36,122,1921,529
416530,The Restaurant of Many Orders,,175210,Kenji Miyazawa,3.88,199,1921,614
181941,The Art of Seeing Things,,43560,John Burroughs,4.35,34,1921,452
1470063,The White Dominican,,43219,Gustav Meyrink,3.94,288,1921,616
672061,The Rising Tide of Color Against White World-Supremacy,,250759,T. Lothrop Stoddard,3.8,101,1921,593
887117,The Thirty Six Dramatic Situations,,417072,Georges Polti,3.49,152,1921,674
953663,Crawling Chaos: Selected Works 1920-1935,,9494,H.P. Lovecraft,3.63,604,1921,1043
2352329,The Efficiency Expert,,10885,Edgar Rice Burroughs,3.71,275,1921,659
18794066,Rain,,4176632,W. Somerset Maugham,3.9,561,1921,1101
1801761,The House Above the Trees,,589979,Ethel Cook Eliot,4.47,131,1921,371
2861174,The Old Tobacco Shop: A True Account of What Befell a Little Boy in Search of Adventure,,439050,William Bowen,3.43,140,1921,449
18625868,A Book for Kids,,5455030,C.J. Dennis,3.5,159,1921,409
11412420,Tangled Trails,,142763,William MacLeod Raine,3.75,248,1921,453
4511928,The Complete Short Stories of W. Somerset Maugham: East and West (Vol. 1 of 2)),,4176632,W. Somerset Maugham,4.47,115,1921,394
2185617,"À la recherche du temps perdu, Tome III",,233619,Marcel Proust,4.54,190,1921,488
117812,Islanders and The Fisher of Men,,43298,Yevgeny Zamyatin,3.6,82,1921,367
127273,Selected Letters,,1938,Friedrich Nietzsche,4.11,79,1921,391
742728,Le Grand Écart,,23993,Jean Cocteau,3.69,177,1921,405
6422978,Toward the Creative Nothing and other writings,,2910683,Renzo Novatore,3.89,96,1921,334
18921577,"Tales of Chekhov, Vol. 9: The Schoolmistress, and other stories",,5031025,Anton Chekhov,3.95,211,1921,502
889805,Martin Pippin in the Apple Orchard,,227924,Eleanor Farjeon,4.31,154,1921,364
22405662,The Country Road,,1223101,Regina Ullmann,3.71,73,1921,334
63496,Philosophical Remarks,,7672,Ludwig Wittgenstein,4.1,78,1921,312
2372763,Second April,,33998,Edna St. Vincent Millay,4.13,219,1921,415
7149613,Bull Hunter,,21609,Max Brand,3.9,343,1921,630
818796,Buff: A Collie and Other Dog Stories,,41141,Albert Payson Terhune,4.26,221,1921,418
10831949,Eskimo Folk-Tales,,215977,Knud Rasmussen,3.32,151,1921,603
2861159,Cedric the Forester,The Delaroche Family,2782194,Bernard Marshall,3.4,60,1921,287
2256190,The Bobbsey Twins And The Cedar Camp Mystery,,133257,Laura Lee Hope,3.93,176,1921,427
6566531,A Society,,6765,Virginia Woolf,3.76,140,1921,266
5944919,The Paradise Mystery,,1462007,J.S. Fletcher,3.58,271,1921,591
236970,"A Way of Life: An Address to Yale Students, Sunday Evening, April 20,1913",,138654,William Osler,4.22,90,1921,360
771515,The Engineers and the Price System,,95261,Thorstein Veblen,3.98,48,1921,265
